0.00000000,-74.99034683
0.00000050,-73.65642502
0.00000100,-76.75723568
0.00000150,-73.98689214
0.00000200,-76.10593936
0.00000250,-72.05397589
0.00000300,-77.12892626
0.00000350,-74.66696521
0.00000400,-74.33865293
0.00000450,-76.22586030
0.00000500,-75.37317256
0.00000550,-74.46933487
0.00000600,-75.09468789
0.00000650,-75.44124684
0.00000700,-75.61385362
0.00000750,-72.61721467
0.00000800,-75.10645625
0.00000850,-72.14229680
0.00000900,-75.02423330
0.00000950,-73.19926735
0.00001000,-73.32994045
0.00001050,-74.84994704
0.00001100,-73.96157400
0.00001150,-74.42218023
0.00001200,-75.10635677
0.00001250,-71.56208041
0.00001300,-74.09525717
0.00001350,-72.96366838
0.00001400,-74.60701025
0.00001450,-74.22541768
0.00001500,-74.65582295
0.00001550,-74.92510767
0.00001600,-73.36707053
0.00001650,-75.86117139
0.00001700,-75.80483879
0.00001750,-73.55351642
0.00001800,-73.11785300
0.00001850,-74.58672524
0.00001900,-74.55080310
0.00001950,-76.34423975
0.00002000,-74.67906730
0.00002050,-75.43887240
0.00002100,-73.78393396
0.00002150,-77.05103891
0.00002200,-74.00196898
0.00002250,-72.51008375
0.00002300,-72.61135550
0.00002350,-74.29720625
0.00002400,-72.55192781
0.00002450,-74.03421321
0.00002500,-74.78113601
0.00002550,-73.57662462
0.00002600,-75.01362290
0.00002650,-75.21820069
0.00002700,-71.82403266
0.00002750,-74.18003225
0.00002800,-74.77846847
0.00002850,-75.46973782
0.00002900,-71.95004751
0.00002950,-74.28082104
0.00003000,-75.85494549
0.00003050,-76.65271250
0.00003100,-77.76454079
0.00003150,-77.06658293
0.00003200,-72.56217596
0.00003250,-75.43911214
0.00003300,-72.69736867
0.00003350,-74.86405950
0.00003400,-74.02145288
0.00003450,-74.85169243
0.00003500,-73.79806503
0.00003550,-74.63076274
0.00003600,-77.16133487
0.00003650,-75.56582879
0.00003700,-72.02259122
0.00003750,-73.15819525
0.00003800,-73.10918871
0.00003850,-72.54933637
0.00003900,-74.02312472
0.00003950,-73.91282807
0.00004000,-74.69731416
0.00004050,-72.70176012
0.00004100,-75.96178863
0.00004150,-75.96862471
0.00004200,-76.33195362
0.00004250,-72.49333143
0.00004300,-71.68513242
0.00004350,-73.32498576
0.00004400,-73.69851960
0.00004450,-71.18903316
0.00004500,-75.03289240
0.00004550,-71.61378859
