0.00000000,-75.58826490
0.00000050,-75.99190157
0.00000100,-75.08465485
0.00000150,-73.33263008
0.00000200,-75.24947482
0.00000250,-74.56936961
0.00000300,-75.28865542
0.00000350,-75.26576286
0.00000400,-76.40743877
0.00000450,-75.55927363
0.00000500,-73.29132946
0.00000550,-75.51384184
0.00000600,-75.12187845
0.00000650,-76.35360864
0.00000700,-75.13379055
0.00000750,-74.75927189
0.00000800,-74.91996493
0.00000850,-76.00342050
0.00000900,-75.04006527
0.00000950,-75.94099120
0.00001000,-74.76362985
0.00001050,-77.20624914
0.00001100,-75.31744375
0.00001150,-75.62539948
0.00001200,-75.16555769
0.00001250,-74.39545654
0.00001300,-74.80269279
0.00001350,-75.86973605
0.00001400,-74.78917573
0.00001450,-75.59831322
0.00001500,-76.17827594
0.00001550,-75.75634512
0.00001600,-74.08701312
0.00001650,-75.48923773
0.00001700,-73.88746708
0.00001750,-74.29290286
0.00001800,-75.40446053
0.00001850,-75.31474357
0.00001900,-76.40653138
0.00001950,-76.52521420
0.00002000,-73.85621206
0.00002050,-74.07252353
0.00002100,-75.91318324
0.00002150,-76.73067816
0.00002200,-73.97193367
0.00002250,-76.32901962
0.00002300,-74.63254037
0.00002350,-76.31765931
0.00002400,-74.72085142
0.00002450,-76.60625824
0.00002500,-75.42746134
0.00002550,-73.80707185
0.00002600,-75.58443099
0.00002650,-74.72847822
0.00002700,-75.86576600
0.00002750,-75.83126564
0.00002800,-75.70907356
0.00002850,-75.84786627
0.00002900,-75.89872018
0.00002950,-75.48277043
0.00003000,-77.03600392
0.00003050,-74.68056167
0.00003100,-76.28954636
0.00003150,-74.34248407
0.00003200,-74.58611553
0.00003250,-74.55930869
0.00003300,-76.21802171
0.00003350,-74.78615857
0.00003400,-76.41430780
0.00003450,-74.63524397
0.00003500,-73.71098655
0.00003550,-74.70568141
0.00003600,-75.06909897
0.00003650,-74.52004121
0.00003700,-76.22763859
0.00003750,-74.42958943
0.00003800,-75.17586842
0.00003850,-75.42156334
0.00003900,-75.73642504
0.00003950,-76.25703519
0.00004000,-75.43483113
0.00004050,-74.69995874
0.00004100,-75.96257230
0.00004150,-73.89877277
0.00004200,-76.06148573
0.00004250,-75.04935958
0.00004300,-75.60612527
0.00004350,-75.73336699
0.00004400,-77.13446590
0.00004450,-74.31467826
0.00004500,-74.66170062
0.00004550,-76.17319397
0.00004600,-74.83130459
0.00004650,-75.20825029
0.00004700,-74.60921876
0.00004750,-74.03395319
0.00004800,-75.43654264
0.00004850,-75.02033403
0.00004900,-73.84360501
0.00004950,-74.75475463
0.00005000,-74.82882446
0.00005050,-77.49889155
0.00005100,-73.76417175
0.00005150,-77.36008315
0.00005200,-75.06549011
0.00005250,-72.90790591
0.00005300,-74.09838694
0.00005350,-75.66124466
0.00005400,-74.42948090
0.00005450,-75.32515866
0.00005500,-74.69546716
0.00005550,-75.21974577
0.00005600,-75.75273036
0.00005650,-75.46085542
0.00005700,-76.60359892
0.00005750,-75.93761725
0.00005800,-74.90095775
0.00005850,-75.53403030
0.00005900,-74.23412720
0.00005950,-75.71944414
0.00006000,-74.09031147
0.00006050,-76.31373132
0.00006100,-74.38154202
0.00006150,-75.67926755
0.00006200,-74.29345645
0.00006250,-74.73833613
0.00006300,-74.77201049
0.00006350,-75.43091400
0.00006400,-75.66601343
0.00006450,-75.50954589
0.00006500,-73.78878098
0.00006550,-74.47077779
0.00006600,-75.35042931
0.00006650,-75.95476496
0.00006700,-76.37784531
0.00006750,-74.72789015
0.00006800,-75.24008792
0.00006850,-74.87892844
0.00006900,-74.79678905
0.00006950,-75.16861315
0.00007000,-74.63888817
0.00007050,-75.50164315
0.00007100,-76.29013200
0.00007150,-74.90100779
