3527809600.85027742,35005831.00000000,231.00000000
3527809611.47288513,35016454.00000000,230.00000000
3527809622.11849403,35027099.00000000,231.00000000
3527809632.72110033,35037702.00000000,230.00000000
3527809643.32670689,35048307.00000000,230.00000000
3527809653.97031593,35058951.00000000,230.00000000
3527809664.61492491,35069596.00000000,230.00000000
3527809675.25853348,35080239.00000000,231.00000000
3527809685.86214018,35090843.00000000,232.00000000
3527809696.46674633,35101447.00000000,233.00000000
3527809707.07035303,35112051.00000000,232.00000000
3527809717.67195940,35122653.00000000,232.00000000
3527809728.27656603,35133257.00000000,232.00000000
3527809738.88017225,35143861.00000000,233.00000000
3527809749.48377895,35154464.00000000,231.00000000
3527809760.08838558,35165069.00000000,232.00000000
3527809770.73099422,35175712.00000000,232.00000000
3527809781.33560085,35186316.00000000,232.00000000
3527809791.98120975,35196962.00000000,231.00000000
3527809802.58381605,35207564.00000000,232.00000000
3527809813.22742510,35218208.00000000,232.00000000
3527809823.83003139,35228811.00000000,232.00000000
3527809834.43463802,35239415.00000000,231.00000000
3527809845.03824425,35250019.00000000,232.00000000
3527809855.64185095,35260623.00000000,231.00000000
3527809866.24545717,35271226.00000000,231.00000000
3527809876.84906387,35281830.00000000,231.00000000
3527809887.45367050,35292434.00000000,233.00000000
3527809898.06127691,35303042.00000000,232.00000000
3527809908.66088343,35313642.00000000,230.00000000
3527809919.26448965,35324245.00000000,231.00000000
3527809929.86809635,35334849.00000000,231.00000000
3527809940.47170257,35345452.00000000,231.00000000
3527809951.11431169,35356095.00000000,231.00000000
3527809961.71991825,35366701.00000000,231.00000000
3527809972.32252455,35377303.00000000,232.00000000
3527809982.92513084,35387906.00000000,232.00000000
3527809993.52873754,35398509.00000000,230.00000000
3527810004.13334417,35409114.00000000,232.00000000
3527810014.77695274,35419758.00000000,232.00000000
3527810025.42256164,35430403.00000000,231.00000000
3527810036.02616835,35441007.00000000,231.00000000
3527810046.66977692,35451650.00000000,231.00000000
3527810057.27338362,35462254.00000000,230.00000000
3527810067.87698984,35472858.00000000,231.00000000
3527810078.48059654,35483461.00000000,231.00000000
3527810089.08520317,35494066.00000000,230.00000000
3527810099.68780947,35504668.00000000,232.00000000
3527810110.29141569,35515272.00000000,230.00000000
3527810120.89602232,35525877.00000000,230.00000000
3527810131.49862909,35536479.00000000,230.00000000
3527810142.10223532,35547083.00000000,230.00000000
3527810152.70484209,35557686.00000000,230.00000000
3527810163.30844831,35568289.00000000,230.00000000
3527810173.91205501,35578893.00000000,231.00000000
3527810184.51566124,35589496.00000000,231.00000000
3527810195.12026787,35600101.00000000,230.00000000
3527810205.76287651,35610744.00000000,231.00000000
3527810216.36648321,35621347.00000000,230.00000000
3527810226.97108936,35631952.00000000,230.00000000
3527810237.57569599,35642556.00000000,230.00000000
3527810248.17930269,35653160.00000000,231.00000000
3527810258.78190899,35663763.00000000,230.00000000
3527810269.38551569,35674366.00000000,230.00000000
3527810280.03112459,35685012.00000000,229.00000000
3527810290.63473082,35695615.00000000,230.00000000
3527810301.23733759,35706218.00000000,230.00000000
3527810311.84094381,35716822.00000000,231.00000000
3527810322.44455051,35727425.00000000,230.00000000
3527810333.04715681,35738028.00000000,229.00000000
3527810343.65076351,35748631.00000000,231.00000000
3527810354.25436973,35759235.00000000,229.00000000
3527810364.85797644,35769839.00000000,230.00000000
3527810375.46258306,35780443.00000000,229.00000000
3527810386.10619163,35791087.00000000,229.00000000
3527810396.70979834,35801690.00000000,230.00000000
3527810407.35440683,35812335.00000000,229.00000000
3527810417.95801353,35822939.00000000,229.00000000
3527810428.56262016,35833543.00000000,230.00000000
3527810439.16622639,35844147.00000000,229.00000000
3527810449.80983543,35854790.00000000,230.00000000
3527810460.45444393,35865435.00000000,229.00000000
3527810471.05805063,35876039.00000000,229.00000000
3527810481.70265961,35886683.00000000,229.00000000
3527810492.34626818,35897327.00000000,228.00000000
3527810502.99087715,35907972.00000000,228.00000000
3527810513.67648840,35918657.00000000,228.00000000
3527810524.28009462,35929261.00000000,229.00000000
3527810534.88470125,35939865.00000000,229.00000000
3527810545.52831030,35950509.00000000,229.00000000
3527810556.13291645,35961114.00000000,230.00000000
3527810566.73552322,35971716.00000000,228.00000000
3527810577.33812952,35982319.00000000,228.00000000
3527810587.94173622,35992922.00000000,229.00000000
3527810598.54634237,36003527.00000000,229.00000000
3527810609.18995142,36014171.00000000,229.00000000
3527810619.79355764,36024774.00000000,229.00000000
3527810630.39716434,36035378.00000000,229.00000000
3527810641.00077057,36045981.00000000,228.00000000
3527810651.60337734,36056584.00000000,228.00000000
3527810662.20798397,36067189.00000000,229.00000000
3527810672.81259012,36077793.00000000,229.00000000
3527810683.45619917,36088437.00000000,228.00000000
3527810694.06080580,36099041.00000000,228.00000000
3527810704.66341209,36109644.00000000,228.00000000
3527810715.26701879,36120248.00000000,228.00000000
3527810725.87062502,36130851.00000000,229.00000000
3527810736.47323131,36141454.00000000,229.00000000
3527810747.07783794,36152058.00000000,229.00000000
3527810757.72144699,36162702.00000000,229.00000000
3527810768.32505321,36173306.00000000,228.00000000
3527810778.92765951,36183908.00000000,228.00000000
3527810789.57326841,36194554.00000000,228.00000000
3527810800.17687511,36205158.00000000,229.00000000
3527810810.78048181,36215761.00000000,228.00000000
3527810821.42609072,36226407.00000000,229.00000000
3527810832.07069921,36237051.00000000,227.00000000
3527810842.71430826,36247695.00000000,228.00000000
3527810853.31691456,36258298.00000000,228.00000000
3527810863.91952085,36268900.00000000,228.00000000
3527810874.56412983,36279545.00000000,229.00000000
3527810885.16873646,36290149.00000000,229.00000000
3527810895.77134275,36300752.00000000,228.00000000
3527810906.41695166,36311398.00000000,227.00000000
3527810917.06256056,36322043.00000000,227.00000000
3527810927.70616960,36332687.00000000,227.00000000
3527810938.31077576,36343291.00000000,228.00000000
3527810948.91438246,36353895.00000000,228.00000000
3527810959.51798868,36364499.00000000,228.00000000
3527810970.16159773,36375142.00000000,227.00000000
3527810980.76520443,36385746.00000000,227.00000000
3527810991.40981293,36396390.00000000,227.00000000
