3527781166.08890247,6571070.00000000,280.00000000
3527781176.52449894,6581505.00000000,281.00000000
3527781186.96509647,6591946.00000000,280.00000000
3527781197.40469360,6602385.00000000,280.00000000
3527781207.84429073,6612825.00000000,281.00000000
3527781218.28388739,6623265.00000000,280.00000000
3527781228.72348452,6633704.00000000,279.00000000
3527781239.16308212,6644144.00000000,280.00000000
3527781249.60367918,6654584.00000000,280.00000000
3527781260.04427624,6665025.00000000,281.00000000
3527781270.48287296,6675464.00000000,280.00000000
3527781280.92447042,6685905.00000000,280.00000000
3527781291.36506748,6696346.00000000,280.00000000
3527781301.80266476,6706783.00000000,281.00000000
3527781312.24226189,6717223.00000000,280.00000000
3527781322.68285894,6727664.00000000,280.00000000
3527781333.12245607,6738103.00000000,279.00000000
3527781343.56205320,6748543.00000000,280.00000000
3527781354.00165033,6758982.00000000,280.00000000
3527781364.44124746,6769422.00000000,281.00000000
3527781374.88184452,6779863.00000000,280.00000000
3527781385.36144400,6790342.00000000,279.00000000
3527781395.80304098,6800784.00000000,279.00000000
3527781406.24163818,6811222.00000000,280.00000000
3527781416.68223524,6821663.00000000,280.00000000
3527781427.12083244,6832101.00000000,279.00000000
3527781437.55942964,6842540.00000000,279.00000000
3527781447.99902677,6852980.00000000,279.00000000
3527781458.44062376,6863421.00000000,280.00000000
3527781468.88022089,6873861.00000000,279.00000000
3527781479.32081795,6884301.00000000,280.00000000
3527781489.75841522,6894739.00000000,279.00000000
3527781500.19901228,6905180.00000000,281.00000000
3527781510.64160967,6915622.00000000,280.00000000
3527781521.08120680,6926062.00000000,280.00000000
3527781531.55980587,6936540.00000000,280.00000000
3527781541.99840307,6946979.00000000,280.00000000
3527781552.44000053,6957421.00000000,281.00000000
3527781562.87859726,6967859.00000000,280.00000000
3527781573.31919432,6978300.00000000,280.00000000
3527781583.75979185,6988740.00000000,279.00000000
3527781594.19738865,6999178.00000000,279.00000000
3527781604.63898611,7009620.00000000,281.00000000
3527781615.07858276,7020059.00000000,280.00000000
3527781625.51918030,7030500.00000000,280.00000000
3527781635.95977735,7040940.00000000,280.00000000
3527781646.39737415,7051378.00000000,280.00000000
3527781656.83797169,7061819.00000000,279.00000000
3527781667.27656841,7072257.00000000,280.00000000
3527781677.71616554,7082697.00000000,279.00000000
3527781688.15776300,7093138.00000000,280.00000000
3527781698.59736013,7103578.00000000,279.00000000
3527781709.03695726,7114018.00000000,279.00000000
3527781719.51755667,7124498.00000000,279.00000000
3527781729.95615339,7134937.00000000,279.00000000
3527781740.39675093,7145377.00000000,279.00000000
3527781750.83734798,7155818.00000000,278.00000000
3527781761.27694511,7166258.00000000,279.00000000
3527781771.71554232,7176696.00000000,280.00000000
3527781782.15513897,7187136.00000000,279.00000000
3527781792.59673643,7197577.00000000,279.00000000
3527781803.03833389,7208019.00000000,279.00000000
3527781813.51693296,7218498.00000000,278.00000000
3527781823.95653009,7228937.00000000,281.00000000
3527781834.39412689,7239375.00000000,280.00000000
3527781844.83572435,7249816.00000000,280.00000000
3527781855.31632376,7260297.00000000,280.00000000
3527781865.79792309,7270779.00000000,279.00000000
3527781876.23752022,7281218.00000000,279.00000000
3527781886.71711969,7291698.00000000,279.00000000
3527781897.15871715,7302138.00000000,280.00000000
3527781907.59731388,7312578.00000000,279.00000000
3527781918.07891369,7323060.00000000,279.00000000
